"Date","Pl","Tag","Q","Spr","Dne","Tt","Spread","Done","Note","Old_Note"
"06-21",50,1155,"x",0,0,"",,,,"yvdone?Checkrecords"
"06-21",50,1167,"",6,1,"",,,,""
"06-21",50,1169,"",4,0,"",,,,"bee(pic)"
"06-21",50,1186,"",0,1,"",,,,"newbuds?"
"06-21",50,1187,"",2,1,"whdone",,,,"ants"
"06-21",50,1225,"",4,1,"whdone",,,,""
"06-21",51,1226,"",2,1,"",,,,""
"06-21",51,1230,"",6,0,"",,,,""
"06-21",51,1237,"",6,3,"",,,,""
"06-21",51,1256,"",0,0,"",,,,"1yv"
"06-21",51,1277,"",0,0,"",,,,"yv"
"06-21",61,1294,"",0,0,"",,,,"yv"
"06-21",62,1214,"",2,1,"",,,,""
"06-21",62,1216,"",6,0,"",,,,""
"06-21",62,1222,"",1,0,"",,,,"1aborted"
"06-21",62,1244,"",3,0,"wh3",,,,""
"06-21",67,1291,"",0,0,"",,,,"yv;OUTSIDENW"
"06-21",68,1175,"",4,1,"wh3",,,,"4issmallshriv;recheck"
