"Plot","Tag","Q","N_infl","Fl_open","Fl_done","Done","Last_date","Old_info","Old_q","Old_notes"
154,2074,,,,,"done",2022-07-07,"1;0;3",,""
154,2090,,,,,"done",2022-07-07,"1;0;2",,"stem partially eaten?"
154,2102,,,,,"done",2022-07-07,"1;0;2",,""
158,2147,,,,,,2022-07-11,"1;5;0",,""
162,2026,,,,,,2022-07-11,"2;15;0",,""
162,2109,,,,,,2022-07-11,"1;3;0",,""
163,2064,,,,,,2022-07-11,"2;0;8",,""
163,2076,,,,,,2022-07-11,"3;0;8",TRUE,"prev"
163,2122,,,,,,2022-07-11,"2;0;5",,""
163,2009,,,,,"done",2022-07-07,"1;0;4",,""
163,2035,,,,,"done",2022-07-07,"1;0;6",,""
163,2038,,,,,"done",2022-07-07,"1;0;6",,""
163,2075,,,,,"done",2022-07-07,"2;0;12",,""
163,2082,,,,,"done",2022-07-07,"2;0;5",,""
163,2084,,,,,"done",2022-07-07,"2;0;7",,""
163,2087,,,,,"done",2022-07-11,"1;0;4",,""
163,2098,,,,,"done",2022-07-07,"3;0;7",,""
163,2103,,,,,"done",2022-07-07,"1;0;1",,""
163,2106,,,,,"done",2022-07-11,"1;0;6",,""
163,2125,,,,,"done",2022-07-07,"1;0;3",,""
163,2150,,,,,"done",2022-07-11,"1;0;1",,""
164,2071,,,,,,2022-07-11,"2;0;8",,""
164,2003,,,,,"done",2022-07-07,"1;0;11",,""
164,2015,,,,,"done",2022-07-11,"3;0;14",,""
164,2045,,,,,"done",2022-07-07,"2;0;17",,""
164,2054,,,,,"done",2022-07-07,"3;0;15",,""
164,2058,,,,,"done",2022-07-11,"1;0;6",,""
164,2081,,,,,"done",2022-07-07,"1;0;8",,""
164,2083,,,,,"done",2022-07-07,"3;0;18",,""
164,2116,,,,,"done",2022-07-07,"1;0;2",,""
166,2104,,,,,,2022-07-11,"2;0;4",,""
166,2120,,,,,"done",2022-07-07,"1;0;1",,""
168,2088,,,,,"done",2022-07-11,"1;0;5",,""
169,2086,,,,,"done",2022-07-07,"1;0;8",,""
170,2002,,,,,"done",2022-07-07,"3;0;13",,""
170,2013,,,,,"done",2022-07-07,"3;0;10",,""
170,2052,,,,,"done",2022-07-07,"2;0;5",,""
170,2085,,,,,"done",2022-07-07,"2;0;5",,"incl. one empty calyx"
170,2105,,,,,"done",2022-07-07,"1;0;1",,""
